Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,htj2k-bodelian-lossless,50,0,710.0,726.0990080600043,158.86445999999665,1835.4845680000267,784092.12,0.13680367967058632,0.0,730,800,810,840,910,1200,1800,1800,1800,1800,1800
GET,htj2k-lossless-round1,50,0,360.0,364.2162011999987,84.12878200000051,538.3930259999943,784092.12,0.13680367967058632,0.0,370,390,400,430,490,490,540,540,540,540,540
GET,htj2k-lossy-round1,50,0,210.0,204.30081060000057,72.68460600002413,310.7561099999998,758721.6,0.13680367967058632,0.0,210,220,240,260,270,270,310,310,310,310,310
GET,htj2k_bodelian_lossy,50,0,380.0,398.3557853600019,79.31563999997593,1170.8197059999748,764088.7,0.13680367967058632,0.0,380,430,450,490,580,980,1200,1200,1200,1200,1200
GET,htj2k_lossless,50,0,610.0,813.3173845200018,325.4797740000015,4194.176860000027,784092.12,0.13680367967058632,0.0,650,760,790,840,1100,1600,4200,4200,4200,4200,4200
GET,htj2k_lossless_plt,50,0,370.0,365.8959840799996,77.17243000000451,546.8462830000078,784092.12,0.13680367967058632,0.0,370,390,410,430,500,510,550,550,550,550,550
GET,htj2k_lossy_3bpp_plt,50,0,210.0,206.56994969999937,76.0224739999984,319.9119299999893,759006.6,0.13680367967058632,0.0,220,230,240,250,260,310,320,320,320,320,320
GET,htj2k_lossy_Qfactor_90_plt,50,0,130.0,146.5509035400008,58.72033800000054,293.0993150000063,724485.8,0.13680367967058632,0.0,140,180,190,200,240,260,290,290,290,290,290
GET,j2k1_bodelian_lossy,50,0,520.0,520.4631906000004,92.06281499999136,1288.5683430000086,767248.34,0.13680367967058632,0.0,530,590,620,630,700,1200,1300,1300,1300,1300,1300
GET,j2k1_lossless_plt,49,0,670.0,671.1348039591869,81.98292800000218,1039.938876000008,770061.9795918367,0.13406760607717458,0.0,670,780,810,870,960,1000,1000,1000,1000,1000,1000
GET,j2k1_lossy_3bpp_plt,49,0,320.0,300.5432199387786,80.78877400001261,427.79200700002207,750098.8163265307,0.13406760607717458,0.0,320,350,370,380,400,420,430,430,430,430,430
GET,j2k1_lossy_Qfactor_90_plt,49,0,180.0,186.79695508163312,59.287885999992795,445.437835000007,710091.9795918367,0.13406760607717458,0.0,180,220,240,260,330,340,450,450,450,450,450
GET,j2k_bodelian_lossless,50,0,1000.0,1024.7449805800027,164.1689169999978,2414.058630999989,784092.12,0.13680367967058632,0.0,1000,1200,1200,1200,1300,1500,2400,2400,2400,2400,2400
GET,jp2-lossless-round1,50,0,690.0,676.9489716199994,103.81820799999986,1035.2760929999931,784092.12,0.13680367967058632,0.0,700,770,820,900,940,990,1000,1000,1000,1000,1000
GET,jp2-lossy-round1,50,0,330.0,307.24018236000006,92.30110800001512,459.33466700000736,763095.32,0.13680367967058632,0.0,330,370,380,390,400,410,460,460,460,460,460
GET,ptiff-lossless-round1,50,0,240.0,231.70284479999765,105.77073099999978,340.4711299999974,799484.14,0.13680367967058632,0.0,240,260,270,280,300,310,340,340,340,340,340
GET,ptiff-lossy-round1,50,0,190.0,185.69980749999965,89.58719299999984,291.5525319999972,795597.18,0.13680367967058632,0.0,190,210,210,220,250,270,290,290,290,290,290
,Aggregated,847,0,340.0,431.37021746871363,58.72033800000054,4194.176860000027,768708.8618654073,2.3174543336197324,0.0,340,450,560,630,830,1000,1200,1500,4200,4200,4200
